2024-06-09 01:01:46,874 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-06-09 01:01:46,910 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-06-09 01:01:46,913 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-06-09 01:01:46,915 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-06-09 01:01:46,916 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-06-09 01:01:46,917 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-06-09 01:01:46,918 INFO  SwAddin.cs: 201 - Setting up command manager
2024-06-09 01:01:46,919 INFO  SwAddin.cs: 204 - Adding command manager
2024-06-09 01:01:46,922 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-06-09 01:01:46,924 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-06-09 01:01:46,925 INFO  SwAddin.cs: 210 - Adding event handlers
2024-06-09 01:01:46,928 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-06-09 01:09:29,949 INFO  SwAddin.cs: 294 - Assembly export called for file BrazoparaURDF
2024-06-09 01:09:29,958 INFO  SwAddin.cs: 299 - Save is required
2024-06-09 01:09:29,960 INFO  SwAddin.cs: 313 - Saving assembly
2024-06-09 01:09:30,264 INFO  SwAddin.cs: 316 - Opening property manager
2024-06-09 01:09:30,321 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from BrazoparaURDF
2024-06-09 01:09:30,333 INFO  ExportHelperExtension.cs: 1136 - Found 44 in BrazoparaURDF
2024-06-09 01:09:30,335 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in BrazoparaURDF
2024-06-09 01:09:30,336 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-06-09 01:09:30,338 INFO  ExportHelperExtension.cs: 1160 - 5 components to check
2024-06-09 01:09:30,341 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from BaseFinal-1
2024-06-09 01:09:30,342 INFO  ExportHelperExtension.cs: 1136 - Found 44 in BaseFinal-1
2024-06-09 01:09:30,343 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in BaseFinal-1
2024-06-09 01:09:30,345 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Base2-1
2024-06-09 01:09:30,346 INFO  ExportHelperExtension.cs: 1136 - Found 45 in Base2-1
2024-06-09 01:09:30,347 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Base2-1
2024-06-09 01:09:30,348 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ARM2-1
2024-06-09 01:09:30,350 INFO  ExportHelperExtension.cs: 1136 - Found 57 in ARM2-1
2024-06-09 01:09:30,351 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ARM2-1
2024-06-09 01:09:30,352 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from eslabon 1-1
2024-06-09 01:09:30,353 INFO  ExportHelperExtension.cs: 1136 - Found 48 in eslabon 1-1
2024-06-09 01:09:30,354 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in eslabon 1-1
2024-06-09 01:09:30,355 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Gripper base-1
2024-06-09 01:09:30,369 INFO  ExportHelperExtension.cs: 1136 - Found 53 in Gripper base-1
2024-06-09 01:09:30,371 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Gripper base-1
2024-06-09 01:09:30,372 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from BrazoparaURDF
2024-06-09 01:09:30,374 INFO  ExportHelperExtension.cs: 1136 - Found 44 in BrazoparaURDF
2024-06-09 01:09:30,375 INFO  ExportHelperExtension.cs: 1145 - Found 4 features of type [RefAxis] in BrazoparaURDF
2024-06-09 01:09:30,377 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-06-09 01:09:30,378 INFO  ExportHelperExtension.cs: 1160 - 5 components to check
2024-06-09 01:09:30,380 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from BaseFinal-1
